epoch,loss,acc,test_loss,test_acc
0,0.8844363391399384,0.5913461538461539,0.6094195200846746,0.7884615384615384
1,0.45912659015410984,0.8621794871794872,0.21685832681564185,0.9615384615384616
2,0.2306973810474842,0.9535256410256411,0.17405281531123015,0.9423076923076923
3,0.2066403490324051,0.9391025641025641,0.11547325333007254,0.9615384615384616
4,0.14200411081457368,0.967948717948718,0.09456008153322798,0.9615384615384616
5,0.10976407488282675,0.967948717948718,0.14374707248778298,0.9615384615384616
6,0.11553876774194531,0.9663461538461539,0.1277420343652081,0.9615384615384616
7,0.11080520334116255,0.9599358974358975,0.0947963056118729,0.9615384615384616
8,0.11649740744047822,0.9583333333333334,0.10715534631162882,0.9615384615384616
9,0.10502538622136061,0.9647435897435898,0.09590400930923912,0.9615384615384616
10,0.09884117932345432,0.9647435897435898,0.12156789156142622,0.9615384615384616
11,0.1667988944831543,0.9391025641025641,0.08535098297915493,0.9615384615384616
12,0.10499096342410223,0.9647435897435898,0.08894645479113723,0.9615384615384616
13,0.08446346223802091,0.9775641025641025,0.06961831957316743,0.9615384615384616
14,0.08639438894804186,0.9775641025641025,0.07836607827518421,0.9615384615384616
15,0.07512144823051177,0.9791666666666666,0.10682829910925087,0.9615384615384616
16,0.08577804518147157,0.9663461538461539,0.08835583312275748,0.9423076923076923
17,0.06145434920938733,0.9807692307692307,0.08082507981453091,0.9615384615384616
18,0.067178411374185,0.9807692307692307,0.09463760126023911,0.9615384615384616
19,0.0752737010942581,0.9791666666666666,0.09386397698947874,0.9615384615384616
