epoch,loss,acc,test_loss,test_acc
0,0.7384580580087808,0.7211538461538461,0.4851023188004127,0.8461538461538461
1,0.40772874042009694,0.9102564102564102,0.3579607502772258,0.8653846153846154
2,0.32027471399842167,0.9198717948717948,0.28855892843925035,0.8846153846153846
3,0.26414227710129357,0.9166666666666666,0.2880598414116181,0.9038461538461539
4,0.208248015302114,0.9423076923076923,0.24205241753504828,0.9038461538461539
5,0.19466191487243542,0.9423076923076923,0.2635165501672488,0.9038461538461539
6,0.21186594538486156,0.9294871794871795,0.20438108414124984,0.9038461538461539
7,0.16441917951959065,0.9535256410256411,0.21129791237987006,0.9038461538461539
8,0.16573416592123416,0.9535256410256411,0.22583958528076226,0.9423076923076923
9,0.1328485966182481,0.9647435897435898,0.22848233659393513,0.9230769230769231
10,0.145034544241543,0.9503205128205128,0.19334599271846506,0.9423076923076923
11,0.13867882401563036,0.9487179487179487,0.18061356973619416,0.9038461538461539
12,0.15728948339342308,0.9519230769230769,0.18748272289163792,0.9230769230769231
13,0.1388321466361865,0.9551282051282052,0.18835253331165475,0.9038461538461539
14,0.12605380272874847,0.9631410256410257,0.16818886028172877,0.9230769230769231
15,0.10654053440651833,0.9647435897435898,0.20632971153379634,0.9230769230769231
16,0.12352864568432172,0.9599358974358975,0.19659407622216699,0.9230769230769231
17,0.09940902660720241,0.9775641025641025,0.20722154235968795,0.9423076923076923
18,0.12682751001408085,0.9583333333333334,0.20932226642393148,0.9423076923076923
19,0.11166770972359256,0.967948717948718,0.2230871798327336,0.9230769230769231
20,0.09921104591101026,0.969551282051282,0.1758123299984548,0.9230769230769231
21,0.14509396261583346,0.9471153846153846,0.19703697997073716,0.9423076923076923
22,0.12061705312524469,0.9599358974358975,0.1763606861484452,0.9230769230769231
23,0.10867330468952274,0.9583333333333334,0.17734161214544797,0.9230769230769231
24,0.07925650151446462,0.9791666666666666,0.17118457296433356,0.9038461538461539
25,0.11227473528243792,0.9647435897435898,0.21550406893500343,0.9423076923076923
26,0.11926223994949116,0.9567307692307693,0.15230754225586468,0.9423076923076923
27,0.11500213348951477,0.9583333333333334,0.16599061850530022,0.9423076923076923
28,0.08798260235776886,0.9791666666666666,0.1571182205628317,0.9423076923076923
29,0.09441550356598619,0.9743589743589743,0.17121885485875493,0.9423076923076923
