epoch,loss,iou,dice,test_loss,test_iou,test_dice
0,1.0305853814650805,0.38257639610217875,0.2556964417400766,0.9954446187386146,0.47084870410985946,0.24779542894192877
1,0.9437193503746619,0.545896401962431,0.3064372707482273,0.906439469410823,0.6167129515382272,0.31222600596383643
2,0.8801696537396847,0.6132639517208371,0.3463291790210059,0.8863391692821796,0.6471790162815382,0.3282271742571813
3,0.8190422990383246,0.6715467356569512,0.3861184812582139,0.8412920695084792,0.6361125256834635,0.35153163418366756
4,0.7786058263900952,0.6630114524001979,0.41196054254396064,0.8159412558262165,0.6694103014452074,0.37120432231307876
5,0.7141662820791587,0.7050987322995619,0.4556461782194853,0.7535467606324416,0.6711493205375691,0.4104724756613838
6,0.6633488665788602,0.7243018631734214,0.4912161218397631,0.6723906627068152,0.7242213146795208,0.4709495105093763
7,0.6089524519749177,0.7509896188604802,0.530008182675193,0.6380687768642719,0.7581976189618562,0.49861256796997
8,0.5690606626180502,0.7439965690718399,0.5601547849574028,0.5755595748241131,0.7308819939538502,0.5507252002768532
9,0.5229120292724707,0.7567361469029356,0.5952988142581065,0.5180382407628573,0.7604426491525611,0.5914378709605266
10,0.4737100750207901,0.7859187457345457,0.6339111065275131,0.4847364013011639,0.8000061493711794,0.6215568376859951
11,0.4258494797425392,0.8113741594449496,0.6701368077828433,0.41798725494971645,0.8098432388030186,0.6764016580155581
12,0.3957597120450093,0.8041264851639677,0.6961295516196438,0.41079920530319214,0.7970843483561474,0.6856151205504506
13,0.3610118356270668,0.8133972203830512,0.7231296822470066,0.3897252587171701,0.7905281964521058,0.6945856631174805
14,0.3281992817154297,0.8284115845513472,0.7484342439685545,0.4047051209669847,0.7528990898667266,0.6890793366501742
15,0.30718691456012237,0.8283156993357615,0.7651546107608365,0.3249570383475377,0.8197071939917553,0.7588326316837617
16,0.2722955980362036,0.8501417689423514,0.7940783700967128,0.2804619303116432,0.8351986089555765,0.7901823615261384
17,0.26315698428795886,0.8328892294255892,0.798752526976762,0.31018958871181196,0.7730754662973711,0.7661706322985568
18,0.2487079149637467,0.8391633626528039,0.8115456528268283,0.28510146416150606,0.8145065405940292,0.7881151584307117
19,0.22017070173453063,0.8637035377072855,0.8344940654826467,0.2513709389246427,0.8169038253695684,0.8103084632052702
20,0.21316061990383345,0.8588919875811718,0.8407728985823829,0.23546784428449777,0.8321072866115322,0.8224491814853864
21,0.20233586201300988,0.8587251766934089,0.8485429789919186,0.20913694913570696,0.8357648797672869,0.8457545852058682
22,0.18481483663886022,0.8720083873049997,0.8624962554909106,0.2200255531531114,0.8387553794614018,0.8375528791240565
23,0.17296052657258817,0.8799874244238609,0.872758904418604,0.1973567524781594,0.8489289038881073,0.8560207507265335
24,0.1622588512225029,0.8853426249215783,0.8813631553960763,0.19075139783895934,0.8493724858075551,0.8563822183493017
25,0.16211582538791192,0.8765877252622425,0.8795211940870675,0.18832870630117562,0.8407151178291089,0.8608386998164611
26,0.15718919382645533,0.8777452716296736,0.8843227975416278,0.1704169878592858,0.8567064749905928,0.8724158727180158
27,0.14785171032716066,0.8846002138902761,0.8912345850646463,0.176207762498122,0.8558267812839813,0.8704112351100659
28,0.1461135944685875,0.8817276386770141,0.8923656913528095,0.183679087803914,0.8508629078851714,0.8655470081138237
29,0.13520884704895508,0.8926503356438513,0.9014743832803589,0.17133712997803321,0.8412841927373272,0.8721981907923056
30,0.12954766427477202,0.897004259634306,0.9055415614130592,0.172769776903666,0.8392837321245892,0.8724011004747431
31,0.1283503151856936,0.8951017758391421,0.9072110458760785,0.18125724677856153,0.8315837156520013,0.8715763673680001
32,0.1192033469485931,0.9054947197997638,0.9144867117442934,0.16087454213545874,0.8503772875822941,0.8808776924967862
33,0.11615816064369984,0.9068169689792132,0.9168904148416732,0.16593037431056684,0.8515149124680133,0.8822444279332616
34,0.11447798155057125,0.9055415736816127,0.9179048424268907,0.15501314172377953,0.8570499987087279,0.8881641985485742
35,0.10915014735208108,0.9102343338461686,0.9215387838304852,0.17169078496786264,0.8488158663712728,0.8840311076929878
36,0.10673375188922271,0.9100241584367789,0.9225612744375068,0.15489279192227584,0.8557314023765312,0.889984768883201
37,0.10604722167436893,0.9110748810549834,0.924028691925294,0.15856055456858414,0.8480912422657847,0.884584187341525
38,0.10196979028674272,0.9157599520254383,0.927541951424003,0.14787252705830795,0.8602638922096152,0.8920241090885936
39,0.09929241636433662,0.9161762274379228,0.9290016079176786,0.14577201925791228,0.8550593676790125,0.8923653950192455
40,0.09516295184118626,0.9209183189526686,0.9327321079409204,0.13925092953902024,0.8614206599731946,0.8991198259563993
41,0.09568485713157898,0.919566856265803,0.932192059298495,0.15915853358232057,0.8419728516108513,0.8867578220954919
42,0.09237488717413865,0.9217785918160126,0.9346034630380461,0.14201204593365008,0.86001373664572,0.8981404701601234
43,0.09240651956926553,0.9219885063002491,0.9348705453801347,0.13982209792503944,0.8596719012728046,0.8999360835167012
44,0.09173586864310962,0.9212759017895948,0.9347282697702978,0.13482932287913102,0.8653321037677318,0.9018807801443434
45,0.08769384551888858,0.925741833192784,0.938519493134901,0.14470565892182863,0.8541933122736125,0.8957007468382046
46,0.09067425499550807,0.9215390395869394,0.9359280927899087,0.14625480885689074,0.8502921572292242,0.8943757150904796
47,0.08614167380027282,0.9262852889552926,0.9391496750605197,0.13229159323068765,0.8638003863571524,0.90318933416822
48,0.08662595461385372,0.9255773449720359,0.9386746106277593,0.13790591061115265,0.8590953875215301,0.9001817729793599
49,0.08558352205615777,0.927096497430941,0.9397831452646082,0.13594392056648547,0.8591528510955423,0.9022513233410775
50,0.08449331193398206,0.926366435007345,0.9401170422935495,0.1373248169055352,0.8611592181179621,0.9012439845654605
51,0.08354218136996795,0.9276332074757807,0.9409729195251205,0.1393094716163782,0.8570519357637644,0.899513484368119
52,0.08406701230276854,0.9276430458869808,0.941044851941875,0.1372455874314675,0.8585369275079725,0.9011847925874824
53,0.08235397189855576,0.9293585962573081,0.9423666727461792,0.13758415786119607,0.8592715059111329,0.9012981878389592
54,0.08148640852708083,0.9295442423137229,0.9430332609901901,0.13302823901176453,0.8627026764157164,0.9042946663889684
55,0.08416023387167698,0.9251903491581189,0.9403716340615714,0.13983237743377686,0.8564482372049346,0.899742973025805
56,0.08117707809194541,0.9307470238007275,0.9433155282654757,0.13254145017037025,0.8632261494357268,0.9042014147125261
57,0.08172175646401368,0.9293568599702777,0.9431760712952078,0.135571885567445,0.8608633247853258,0.9026790523901458
58,0.08035808051816928,0.9309218331351096,0.9440519950838401,0.1370792377453584,0.8595752971566019,0.9015262170708881
59,0.080432867201475,0.9302156989695007,0.9436224364985213,0.1358232727417579,0.8581012260204258,0.9019534854219564
