epoch,loss,iou,dice,test_loss,test_iou,test_dice
0,1.0216623514126508,0.30056182710635504,0.273298384592993,0.8962944746017456,0.4648459657411249,0.32211097773385483
1,0.8600103824566572,0.476984742802744,0.3624273109399518,0.791218468776116,0.5903692545387755,0.3881977747381279
2,0.690632714675023,0.5739359613052749,0.4730597217728641,0.6078329040453985,0.6599704275694371,0.5277656825122448
3,0.5199714452028275,0.6686407550043432,0.5998544587775356,0.4832577338585487,0.6702040741579771,0.6300826682047759
4,0.4177187024018703,0.6832085778437657,0.6779576443924691,0.4475452945782588,0.6366448426662763,0.6585329367291155
5,0.3169354607279484,0.7329718917143746,0.7559030163714628,0.33252409329781163,0.7205104803893595,0.756180104196494
6,0.2641825939600284,0.7577108086521422,0.7984020947259726,0.7089507350554833,0.5016196867594876,0.6004823654633321
7,0.2485579129977104,0.7511804950702282,0.8106489010884178,0.26455897092819214,0.7432822579381929,0.793893510388782
8,0.2036626161291049,0.794339102715016,0.8476460413327896,0.26368006146871126,0.7395292682767103,0.8039758787403742
9,0.18168700266724977,0.8091772493864823,0.8638798156787948,0.1991792986026177,0.7935436823459939,0.8519314878412125
10,0.16927181384884393,0.8181190747288182,0.8741748046374249,0.3049548337092766,0.7064293290449176,0.7911752589306338
11,0.15772380670293784,0.8269052226736352,0.8827127462737081,0.1822819010569499,0.807252251056853,0.867110569941593
12,0.1472492816929634,0.8362518276997017,0.8903056847892165,0.19055950068510497,0.792140549619363,0.8619101824011359
13,0.14322856049507093,0.8423310045603526,0.8957537980406443,0.22510808591659254,0.7653146411509523,0.8416858562133336
14,0.14151922011604676,0.8392740717631867,0.8954539125070895,0.14412068403684175,0.8341412404267439,0.888368683402933
15,0.13578238452856356,0.8444377067737735,0.8991550084670271,0.22788344438259417,0.7237887568978499,0.8217021489105133
16,0.12417294022937615,0.8577146334287311,0.9081695134660587,0.14606838386792403,0.8283299388238241,0.8906453058812605
17,0.11379679684073497,0.8703624595136423,0.9168345827516231,0.14387767360760614,0.8277940169301387,0.890181450997865
18,0.11112092144023149,0.8714692124783755,0.9184422151038311,0.1654518097639084,0.8046841234050921,0.8740445996135906
19,0.11016830849723938,0.8713287071868498,0.9191354695339149,0.13928360434678885,0.8295947798955593,0.8927741087798763
20,0.11309235581220725,0.8683164740656983,0.917569734388803,0.16649161049952874,0.7941919889872208,0.8707241883360715
21,0.1041027119813057,0.8791083109210402,0.9243142100722513,0.13648037956311151,0.8264899197565885,0.8911839047942091
22,0.09889769587570275,0.8860010972337983,0.9288488165626588,0.12249817756506112,0.8520421087045751,0.9082054382697782
23,0.09386797454685737,0.8922619783302318,0.9328321208784383,0.11430527384464557,0.8614695887307313,0.9138109672467571
24,0.08747767155560163,0.8993377830736035,0.9375083556206233,0.11311208628691159,0.8631696533719809,0.9156724834214132
25,0.08513037143991543,0.9014902307419453,0.9395787076139303,0.1512819643204029,0.8207828676092722,0.8897156210991033
26,0.09263133931045349,0.8904412092137034,0.9325786667309602,0.12917986053686875,0.8433559379197965,0.9017767003254007
27,0.08319828019310267,0.9033447985532638,0.9400054561969395,0.1195914218058953,0.8515634267888015,0.9092887907375319
28,0.08053071457797135,0.9088239390930891,0.944238087374427,0.13151674431103927,0.8363651500750743,0.9012403002160025
29,0.08032571906462693,0.9064857524353652,0.9428338450277644,0.10236347294770755,0.8754188221123493,0.9243080736122832
30,0.07475687596851434,0.9131457316628738,0.9468601354403424,0.11632731900765346,0.857376081756306,0.9132606503685103
31,0.07182283747272614,0.91768659793094,0.9498316803338068,0.11149384998358212,0.8638747513501287,0.9176643776058928
32,0.06854490045075998,0.9219256794199725,0.9525229821529186,0.1222359434916423,0.8456531539098955,0.9080931394902757
33,0.06899764097462861,0.9213953658488336,0.9522979606194787,0.10720716646084419,0.8626467120662163,0.9181565519610266
34,0.06681807544560005,0.9218653715156648,0.9526306358378293,0.10716950320280515,0.8673063385076302,0.9208454932651851
35,0.06682458770676301,0.922851308502332,0.9533611176324663,0.11243154452397273,0.8613635120609336,0.9164466660438344
36,0.06326824366950835,0.9278905306175945,0.9563685978110018,0.10621500817629007,0.868817848454445,0.92215615718917
37,0.07272748587032159,0.9163708535536446,0.9493429394686691,0.1103076717028251,0.8630599757528892,0.91716926112826
38,0.06355214481934524,0.9259948658753103,0.9551912712355306,0.11030901051484622,0.8618412082378415,0.9178759334935486
39,0.06020656591042494,0.9306830906874893,0.9581661125791369,0.10163216636731075,0.8747185530144319,0.9253016791351991
40,0.061521995860414624,0.9293285500739962,0.9572678053440001,0.11549930045237908,0.8575189417024748,0.9156123673246903
41,0.060555240808007046,0.9306191533344463,0.9582851984379297,0.11161959056670849,0.8621616105923238,0.9180811222580153
42,0.059868745983411104,0.9320151275480898,0.9588767027793216,0.10064601554320408,0.8747959367839844,0.9262089928949782
43,0.05639880222196762,0.9363779366838355,0.9618457918750284,0.10195659559506637,0.8723617259040176,0.9246622218911763
44,0.05640281072984903,0.9355454898797981,0.9611142435819627,0.09664027965985812,0.8799100038863794,0.9289351739244878
45,0.05623778032186704,0.9359454352801538,0.961430186517043,0.0989832803606987,0.8767376460561903,0.927253750614473
46,0.05477918789554865,0.9379984649642498,0.9627884097162845,0.1048274040222168,0.8689533474546474,0.9227806032731524
47,0.054020947203613244,0.9391468154796487,0.9634220979878785,0.10510613138859089,0.869603447530285,0.9231651741877989
48,0.05449093844837103,0.9372740648015929,0.9623148209903588,0.10296976795563331,0.8704084179497416,0.9243765830281201
49,0.05420513494083515,0.9381176267444289,0.9628402937564812,0.10217367227260883,0.8722046946081949,0.9245483585767709
50,0.05300585636630272,0.9402374418795205,0.9640238106000084,0.10504593298985408,0.8689341518505826,0.9230944320913683
51,0.05281971180095123,0.9410846281172408,0.9645349028288956,0.10191857585540184,0.8727464486314781,0.9250012317072299
52,0.05257769843611198,0.9403349796139869,0.9640839386463222,0.10346098129565899,0.8702284096758788,0.9236950316720282
53,0.052246500427524246,0.9406112820324006,0.964277316647082,0.10163872173199287,0.873120210820371,0.9253051170528281
54,0.05204416644305755,0.9417658614478329,0.9649635382414399,0.102671779692173,0.8716504873708797,0.9245140421297784
55,0.051585955831866995,0.9420573912823296,0.9651377731688806,0.10232616387880765,0.8721817576843439,0.9246124441869827
56,0.05254885501777514,0.9390735763194548,0.9633383116575984,0.10384601927720584,0.8703882892419242,0.9236686650634933
57,0.05249517332189358,0.9402633864030665,0.964031911864032,0.10390536200541717,0.8700717752418955,0.9235151939887564
58,0.05190475330425379,0.941192923373018,0.9646532127634487,0.1029738703599343,0.8708956169808351,0.9239172248504915
59,0.05242583726365597,0.9402104767073104,0.9640403617119495,0.10383269076163952,0.8695689485767191,0.9232885971382966
