epoch,loss,iou,dice,test_loss,test_iou,test_dice
0,0.9727100493052067,0.38295071106821904,0.2910285942159161,0.9172649475244375,0.45900712009100847,0.31727869113230833
1,0.7939338233226385,0.5185666923831028,0.39857809869520044,0.6564264847682073,0.6386353070156546,0.48562630644220783
2,0.6370137123725353,0.6089744067070543,0.5009379402212224,0.8576029997605544,0.42061299828926096,0.45607072942009463
3,0.5243144081189082,0.6331654555010239,0.593611143233893,0.4355288285475511,0.7186422721786287,0.6689919099938385
4,0.38920362522968877,0.7083441651374373,0.7002687564609755,0.7069357496041518,0.530181107395394,0.5882216072452212
5,0.32478428784853375,0.7253462017855572,0.7515867525844234,0.3232687780490288,0.7356241294557573,0.7655129071870106
6,0.27673876190032715,0.7448968824578037,0.7923014284263737,0.25985052493902355,0.7518369999685303,0.8081161585406842
7,0.24105082605129632,0.7643472349141668,0.819479869497692,0.246079139984571,0.7632438419639401,0.8284687441971958
8,0.20901071003232247,0.7874013356115345,0.8434791369221082,0.3556276789078346,0.661253090742725,0.7418797957090475
9,0.20352005146634886,0.7840107039553076,0.8476865011362457,0.20863808118380034,0.7894145871122812,0.8446763157351206
10,0.18807790791377044,0.7996490898784483,0.8613553773389773,0.21951928047033456,0.7832178304689671,0.8393961497300194
11,0.16754339597164056,0.8188771343492467,0.8772098735320418,0.21045913031468025,0.7881186707003612,0.8515673219199035
12,0.16095424558107668,0.8216615695275976,0.881118718474935,0.20505424760855162,0.7823800741980251,0.8526137019481117
13,0.15116009326317373,0.83096528620976,0.888237040797232,0.23172119145209974,0.7594983087620174,0.8461308457400515
14,0.14918481692289695,0.8336678375526964,0.8915863551230745,0.17127191561918992,0.8144201271632219,0.8738029796547144
15,0.14935757420383966,0.8306915640327889,0.8907039043554429,0.15863847388670996,0.8150905720423699,0.8807629580592818
16,0.13367800132777446,0.8504712829279774,0.903716272582433,0.13972756151969618,0.8393380874411172,0.8981042594405172
17,0.12575312708623898,0.8604189220715338,0.9107700253634595,0.1618653994340163,0.810159703394336,0.8811626196242912
18,0.12477403258283933,0.8562244704537982,0.9092076908986169,0.13755511549802926,0.8419502915335961,0.8979534507629156
19,0.12145610860525033,0.8615243060399346,0.9128411690789053,0.18451459820453936,0.7899980757394455,0.8676112444407857
20,0.1134429094978632,0.8717199524905683,0.9196614293198079,0.13868755331406227,0.8426098114212865,0.9007754346087052
21,0.1053952759084029,0.8782359889177034,0.9243870651940957,0.13344304607464716,0.8444692440367917,0.9025592197939007
22,0.10490311238055046,0.8795452807161317,0.9252277247872667,0.1276214993917025,0.8466791048933826,0.9037974127813728
23,0.10094508791390137,0.8866612443770427,0.9292956384299845,0.13555552523869735,0.8422904955616468,0.902503558654935
24,0.1037152256243504,0.8825520190073269,0.927702007743923,0.13861305897052473,0.8402202785460123,0.8990959002224463
25,0.10206994514625806,0.8823682403622625,0.9272753232008413,0.13925592142802018,0.8357659567806247,0.8976339272844344
26,0.08950912918991004,0.8986480707104391,0.9378462831811343,0.12248856746233426,0.8536543285794895,0.9096604465752288
